timestamp,value
1325376600,60.3171
1325376900,59.7371
1325377200,57.4172
1325377500,56.8372
1325377800,59.1571
1325378100,55.6773
1325378400,57.4172
1325378700,56.8372
1325379000,57.4172
1325379300,57.4172
1325379600,57.9972
1325379900,57.4172
1325380200,57.4172
1325380500,55.6773
1325380800,56.8372
1325381100,57.4172
1325381400,58.5772
1325381700,56.2573
1325382000,58.5772
1325382300,56.8372
1325382600,56.8372
1325382900,57.4172
1325383200,58.5772
1325383500,56.8372
1325383800,56.8372
1325384100,57.4172
1325384400,57.9972
1325384700,58.5772
1325385000,58.5772
1325385300,56.2573
1325385600,57.4172
1325385900,56.8372
1325386200,57.4172
1325386500,55.6773
1325386800,57.4172
1325387100,56.8372
1325387400,56.8372
1325387700,57.4172
1325388000,57.4172
1325388300,56.8372
1325388600,57.4172
1325388900,56.2573
1325389200,57.4172
1325389500,57.4172
1325389800,57.4172
1325390100,57.4172
1325390400,57.9972
1325390700,57.4172
1325391000,56.2573
1325391300,57.9972
1325391600,57.9972
1325391900,55.6773
1325392200,55.6773
1325392500,56.2573
1325392800,55.6773
1325393100,54.5174
1325393400,54.5174
1325393700,55.0973
1325394000,53.9374
1325394300,54.5174
1325394600,53.9374
1325394900,55.0973
1325395200,54.5174
1325395500,54.5174
1325395800,54.5174
1325396100,53.9374
1325396400,53.9374
1325396700,56.8372
1325397000,54.5174
1325397300,53.9374
1325397600,54.5174
1325397900,54.5174
1325398200,55.6773
1325398500,55.0973
1325398800,53.3574
1325399100,54.5174
1325399400,55.0973
1325399700,53.9374
1325400000,55.0973
1325400300,56.2573
1325400600,54.5174
1325400900,55.0973
1325401200,54.5174
1325401500,53.3574
1325401800,53.9374
1325402100,53.9374
1325402400,52.7774
1325402700,55.0973
1325403000,54.5174
1325403300,55.0973
1325403600,54.5174
1325403900,53.9374
1325404200,53.3574
1325404500,53.9374
1325404800,53.3574
1325405100,55.0973
1325405400,55.6773
1325405700,55.0973
1325406000,56.2573
1325406300,53.9374
1325406600,54.5174
1325406900,55.0973
1325407200,54.5174
1325407500,55.6773
1325407800,53.9374
1325408100,53.3574
1325408400,53.9374
1325408700,53.9374
1325409000,54.5174
1325409300,55.0973
1325409600,54.5174
1325409900,53.3574
1325410200,53.9374
1325410500,53.3574
1325410800,53.9374
1325411100,52.1975
1325411400,54.5174
1325411700,53.9374
1325412000,53.3574
1325412300,53.9374
1325412600,53.9374
1325412900,53.9374
1325413200,55.6773
1325413500,54.5174
1325413800,53.3574
1325414100,54.5174
1325414400,53.3574
1325414700,53.9374
1325415000,55.0973
1325415300,53.3574
1325415600,53.3574
1325415900,56.2573
1325416200,55.0973
1325416500,54.5174
1325416800,55.6773
1325417100,55.6773
1325417400,56.8372
1325417700,55.6773
1325418000,56.2573
1325418300,56.2573
1325418600,56.8372
1325418900,57.9972
1325419200,56.2573
1325419500,61.477
1325419800,61.477
1325420100,59.7371
1325420400,60.3171
1325420700,58.5772
1325421000,57.9972
1325421300,60.3171
1325421600,59.1571
1325421900,59.7371
1325422200,58.5772
1325422500,59.1571
1325422800,59.7371
1325423100,57.9972
1325423400,59.7371
1325423700,59.7371
1325424000,58.5772
1325424300,57.9972
1325424600,60.3171
1325424900,59.1571
1325425200,58.5772
1325425500,59.1571
1325425800,57.9972
1325426100,57.9972
1325426400,59.1571
1325426700,56.8372
1325427000,59.1571
1325427300,59.1571
1325427600,57.9972
1325427900,57.9972
1325428200,58.5772
1325428500,57.4172
1325428800,58.5772
1325429100,60.3171
1325429400,60.3171
1325429700,59.7371
1325430000,60.897
1325430300,60.3171
1325430600,60.897
1325430900,62.057
1325431200,60.897
1325431500,60.897
1325431800,60.897
1325432100,59.7371
1325432400,62.637
1325432700,62.637
1325433000,63.2169
1325433300,63.2169
1325433600,64.3769
1325433900,63.7969
1325434200,63.7969
1325434500,64.9569
1325434800,63.7969
1325435100,62.637
1325435400,63.2169
1325435700,62.057
1325436000,66.6968
1325436300,64.9569
1325436600,64.3769
1325436900,64.3769
1325437200,62.637
1325437500,63.7969
1325437800,62.637
1325438100,63.2169
1325438400,63.2169
1325438700,60.897
1325439000,62.637
1325439300,61.477
1325439600,62.637
1325439900,61.477
1325440200,62.057
1325440500,60.897
1325440800,63.7969
1325441100,60.897
1325441400,62.057
1325441700,64.9569
1325442000,63.2169
1325442300,61.477
1325442600,64.3769
1325442900,64.9569
1325443200,64.9569
1325443500,64.9569
1325443800,64.9569
1325444100,64.3769
1325444400,64.3769
1325444700,63.2169
1325445000,64.3769
1325445300,65.5368
1325445600,63.2169
1325445900,63.2169
1325446200,63.7969
1325446500,63.2169
1325446800,64.9569
1325447100,64.3769
1325447400,63.2169
1325447700,63.7969
1325448000,63.2169
1325448300,62.637
1325448600,64.9569
1325448900,62.057
1325449200,62.057
1325449500,61.477
1325449800,62.057
1325450100,60.897
1325450400,62.057
1325450700,61.477
1325451000,61.477
1325451300,61.477
1325451600,59.7371
1325451900,62.637
1325452200,62.057
1325452500,60.897
1325452800,62.057
1325453100,60.897
1325453400,63.2169
1325453700,60.897
1325454000,60.897
1325454300,64.3769
1325454600,62.057
1325454900,61.477
1325455200,60.897
1325455500,62.057
1325455800,61.477
1325456100,62.637
1325456400,61.477
1325456700,60.897
1325457000,60.897
1325457300,61.477
1325457600,62.057
1325457900,61.477
1325458200,60.897
1325458500,61.477
1325458800,60.3171
1325459100,62.057
1325459400,59.7371
1325459700,56.8372
1325460000,59.1571
1325460300,57.9972
1325460600,57.9972
1325460900,59.1571
1325461200,57.9972
1325461500,59.1571
1325461800,57.4172
1325462100,56.2573
1325462400,58.5772
1325462700,59.1571
1325463000,56.8372
1325463300,56.8372
1325463600,57.9972
1325463900,55.0973
1325464200,57.4172
1325464500,56.2573
1325464800,56.8372
1325465100,55.0973
1325465400,58.5772
1325465700,56.2573
1325466000,55.6773
1325466300,55.6773
1325466600,56.2573
1325466900,55.6773
1325467200,68.4367
1325467500,40.0181
1325467800,55.6773
1325468100,59.1571
1325468400,57.9972
1325468700,55.6773
1325469000,57.9972
1325469300,55.6773
1325469600,55.0973
1325469900,54.5174
1325470200,55.0973
1325470500,55.0973
1325470800,56.2573
1325471100,54.5174
1325471400,55.6773
1325471700,55.6773
1325472000,54.5174
1325472300,54.5174
1325472600,53.9374
1325472900,55.0973
1325473200,54.5174
1325473500,55.0973
1325473800,55.0973
1325474100,54.5174
1325474400,54.5174
1325474700,55.0973
1325475000,56.2573
1325475300,54.5174
1325475600,54.5174
1325475900,54.5174
1325476200,55.6773
1325476500,55.0973
1325476800,53.9374
1325477100,55.0973
1325477400,55.0973
1325477700,53.3574
1325478000,53.3574
1325478300,53.3574
1325478600,52.7774
1325478900,53.3574
1325479200,52.7774
1325479500,51.6175
1325479800,52.7774
1325480100,53.3574
1325480400,51.0375
1325480700,52.7774
1325481000,52.7774
1325481300,51.6175
1325481600,52.7774
1325481900,52.7774
1325482200,52.7774
1325482500,51.6175
1325482800,55.6773
1325483100,52.7774
1325483400,52.7774
1325483700,52.7774
1325484000,51.0375
1325484300,51.6175
1325484600,53.9374
1325484900,52.7774
1325485200,52.1975
1325485500,52.7774
1325485800,53.3574
1325486100,51.6175
1325486400,53.3574
1325486700,52.1975
1325487000,52.7774
1325487300,52.7774
1325487600,52.1975
1325487900,52.7774
1325488200,52.7774
1325488500,52.1975
1325488800,52.1975
1325489100,52.1975
1325489400,51.6175
1325489700,52.1975
1325490000,54.5174
1325490300,52.1975
1325490600,51.0375
1325490900,52.1975
1325491200,52.1975
1325491500,51.6175
1325491800,52.7774
1325492100,52.1975
1325492400,54.5174
1325492700,52.7774
1325493000,52.1975
1325493300,53.9374
1325493600,53.9374
1325493900,54.5174
1325494200,52.1975
1325494500,53.3574
1325494800,53.3574
1325495100,53.9374
1325495400,53.9374
1325495700,53.3574
1325496000,55.0973
1325496300,51.6175
1325496600,53.3574
1325496900,54.5174
1325497200,53.3574
1325497500,52.1975
1325497800,53.9374
1325498100,53.9374
1325498400,51.6175
1325498700,57.4172
1325499000,59.1571
1325499300,55.6773
1325499600,54.5174
1325499900,53.9374
1325500200,54.5174
1325500500,53.9374
1325500800,54.5174
1325501100,53.9374
1325501400,54.5174
1325501700,54.5174
1325502000,53.9374
1325502300,55.6773
1325502600,52.7774
1325502900,54.5174
1325503200,52.7774
1325503500,53.3574
1325503800,53.9374
1325504100,53.3574
1325504400,55.0973
1325504700,53.9374
1325505000,52.1975
1325505300,53.9374
1325505600,53.9374
1325505900,54.5174
1325506200,56.8372
1325506500,55.6773
1325506800,56.8372
1325507100,56.8372
1325507400,57.4172
1325507700,59.1571
1325508000,58.5772
1325508300,56.8372
1325508600,59.1571
1325508900,58.5772
1325509200,57.4172
1325509500,59.1571
1325509800,59.1571
1325510100,58.5772
1325510400,61.477
1325510700,58.5772
1325511000,58.5772
1325511300,59.7371
1325511600,61.477
1325511900,60.3171
1325512200,60.3171
1325512500,62.057
1325512800,59.7371
1325513100,62.057
1325513400,62.057
1325513700,61.477
1325514000,63.2169
1325514300,63.2169
1325514600,63.2169
1325514900,63.2169
1325515200,62.637
1325515500,64.3769
1325515800,64.9569
1325516100,63.7969
1325516400,64.3769
1325516700,67.2767
1325517000,68.4367
1325517300,67.2767
1325517600,67.8567
1325517900,67.8567
1325518200,67.8567
1325518500,67.8567
1325518800,68.4367
1325519100,69.5966
1325519400,69.5966
1325519700,66.1168
1325520000,69.5966
1325520300,66.6968
1325520600,69.5966
1325520900,65.5368
1325521200,70.1766
1325521500,68.4367
1325521800,69.5966
1325522100,66.1168
1325522400,67.2767
1325522700,68.4367
1325523000,69.0167
1325523300,69.0167
1325523600,69.0167
1325523900,69.0167
1325524200,69.0167
1325524500,66.6968
1325524800,68.4367
1325525100,68.4367
1325525400,68.4367
1325525700,66.6968
1325526000,69.5966
1325526300,67.8567
1325526600,69.5966
1325526900,67.2767
1325527200,69.0167
1325527500,69.5966
1325527800,68.4367
1325528100,70.1766
1325528400,74.8164
1325528700,70.7566
1325529000,68.4367
1325529300,71.9165
1325529600,70.7566
1325529900,71.3365
1325530200,71.3365
1325530500,71.9165
1325530800,69.0167
1325531100,70.1766
1325531400,71.9165
1325531700,71.3365
1325532000,71.9165
1325532300,70.7566
1325532600,71.3365
1325532900,70.7566
1325533200,70.7566
1325533500,70.7566
1325533800,71.3365
1325534100,70.1766
1325534400,73.6564
1325534700,70.7566
1325535000,68.4367
1325535300,71.3365
1325535600,71.9165
1325535900,68.4367
1325536200,67.8567
1325536500,69.5966
1325536800,70.7566
1325537100,69.5966
1325537400,69.0167
1325537700,69.5966
1325538000,70.7566
1325538300,69.0167
1325538600,68.4367
1325538900,69.0167
1325539200,69.5966
1325539500,69.5966
1325539800,68.4367
1325540100,68.4367
1325540400,69.5966
1325540700,69.0167
1325541000,70.7566
1325541300,69.5966
1325541600,67.8567
1325541900,69.0167
1325542200,69.0167
1325542500,68.4367
1325542800,69.5966
