timestamp,value
1325376300,4.3118
1325376600,4.6197
1325376900,4.0038
1325377200,4.3118
1325377500,4.0038
1325377800,4.0038
1325378100,4.0038
1325378400,4.0038
1325378700,4.3118
1325379000,4.0038
1325379300,4.3118
1325379600,4.0038
1325379900,4.0038
1325380200,4.0038
1325380500,4.0038
1325380800,4.3118
1325381100,4.0038
1325381400,4.0038
1325381700,4.0038
1325382000,4.3118
1325382300,4.3118
1325382600,4.0038
1325382900,4.3118
1325383200,4.3118
1325383500,4.3118
1325383800,4.0038
1325384100,4.0038
1325384400,4.0038
1325384700,4.0038
1325385000,4.0038
1325385300,4.3118
1325385600,4.0038
1325385900,4.6197
1325386200,4.0038
1325386500,4.3118
1325386800,4.0038
1325387100,4.0038
1325387400,4.0038
1325387700,4.3118
1325388000,4.0038
1325388300,4.3118
1325388600,4.3118
1325388900,4.3118
1325389200,4.3118
1325389500,4.3118
1325389800,4.3118
1325390100,4.0038
1325390400,4.3118
1325390700,4.0038
1325391000,4.0038
1325391300,4.3118
1325391600,4.0038
1325391900,4.3118
1325392200,4.3118
1325392500,4.6197
1325392800,4.6197
1325393100,4.3118
1325393400,4.6197
1325393700,4.3118
1325394000,4.3118
1325394300,5.2357
1325394600,4.3118
1325394900,4.3118
1325395200,4.3118
1325395500,4.3118
1325395800,4.3118
1325396100,4.3118
1325396400,4.3118
1325396700,4.3118
1325397000,4.3118
1325397300,4.3118
1325397600,4.3118
1325397900,4.3118
1325398200,4.6197
1325398500,4.3118
1325398800,4.3118
1325399100,4.0038
1325399400,4.3118
1325399700,4.0038
1325400000,4.3118
1325400300,4.3118
1325400600,4.0038
1325400900,4.0038
1325401200,4.3118
1325401500,4.3118
1325401800,4.6197
1325402100,4.3118
1325402400,4.6197
1325402700,4.3118
1325403000,4.3118
1325403300,4.6197
1325403600,4.6197
1325403900,4.6197
1325404200,4.0038
1325404500,4.3118
1325404800,4.3118
1325405100,4.6197
1325405400,4.3118
1325405700,4.3118
1325406000,4.3118
1325406300,4.3118
1325406600,4.6197
1325406900,4.3118
