2016-01-25,7.73
2016-01-28,5.74
2016-02-01,5.49
2016-01-21,3.85
2016-01-08,3.59
2016-01-04,3.78
2016-01-11,3.46
2016-01-27,5.94
2016-01-13,3.53
2016-01-20,3.68
2016-01-06,3.86
2016-01-29,5.54
2016-01-15,3.25
2016-01-14,3.37
2016-01-07,3.67
2016-01-26,6.73
2016-01-19,3.58
2016-01-12,3.5
